dataelement,period,orgunit,categoryoptioncombo,attroptioncombo,value,storedby,timestamp
pfhjZfDGYK7,201812,AAD16JuwOTW,tt7wboxf9Rv,,,openmrs.reporting,2019-01-15
pfhjZfDGYK7,201812,UtLxLliaas8,tt7wboxf9Rv,,,openmrs.reporting,2019-01-15
pfhjZfDGYK7,201812,,tt7wboxf9Rv,,,openmrs.reporting,2019-01-15
pfhjZfDGYK7,201812,mzuNFg1Mx69,tt7wboxf9Rv,,,openmrs.reporting,2019-01-15
pfhjZfDGYK7,201812,FNRq1owDLil,tt7wboxf9Rv,,,openmrs.reporting,2019-01-15
pfhjZfDGYK7,201812,OcFOVtak37L,tt7wboxf9Rv,,,openmrs.reporting,2019-01-15
pfhjZfDGYK7,201812,HN6aTsM4QsW,tt7wboxf9Rv,,,openmrs.reporting,2019-01-15
pfhjZfDGYK7,201812,lVcAu4vLljR,tt7wboxf9Rv,,,openmrs.reporting,2019-01-15
pfhjZfDGYK7,201812,srWbZtfuc4b,tt7wboxf9Rv,,,openmrs.reporting,2019-01-15
pfhjZfDGYK7,201812,lviUCLkf5JP,tt7wboxf9Rv,,,openmrs.reporting,2019-01-15
pfhjZfDGYK7,201812,EiYMzaUdqZC,tt7wboxf9Rv,,,openmrs.reporting,2019-01-15
pfhjZfDGYK7,201812,PkrWIkAgFTl,tt7wboxf9Rv,,,openmrs.reporting,2019-01-15
pfhjZfDGYK7,201812,SYXmuICvTcN,tt7wboxf9Rv,,,openmrs.reporting,2019-01-15
pfhjZfDGYK7,201812,NUJMk2HrGKq,tt7wboxf9Rv,,,openmrs.reporting,2019-01-15
pfhjZfDGYK7,201812,,tt7wboxf9Rv,,,openmrs.reporting,2019-01-15
pfhjZfDGYK7,201812,eQpbiCWNsen,tt7wboxf9Rv,,,openmrs.reporting,2019-01-15
pfhjZfDGYK7,201812,RoCx0wMPOFi,tt7wboxf9Rv,,,openmrs.reporting,2019-01-15
pfhjZfDGYK7,201812,Q4oXUFdTiKF,tt7wboxf9Rv,,,openmrs.reporting,2019-01-15
pfhjZfDGYK7,201812,A4lPaACKXgz,tt7wboxf9Rv,,,openmrs.reporting,2019-01-15
pfhjZfDGYK7,201812,dNU0m7vxYmC,tt7wboxf9Rv,,,openmrs.reporting,2019-01-15
pfhjZfDGYK7,201812,A4HQc9njgJm,tt7wboxf9Rv,,,openmrs.reporting,2019-01-15
pfhjZfDGYK7,201812,PMlKNsmJnch,tt7wboxf9Rv,,,openmrs.reporting,2019-01-15
pfhjZfDGYK7,201812,gB5msJXYqi3,tt7wboxf9Rv,,,openmrs.reporting,2019-01-15
pfhjZfDGYK7,201812,We5EGKFrvL9,tt7wboxf9Rv,,,openmrs.reporting,2019-01-15
pfhjZfDGYK7,201812,ua4KtwoCXTb,tt7wboxf9Rv,,,openmrs.reporting,2019-01-15
pfhjZfDGYK7,201812,T233TRlr4Oi,tt7wboxf9Rv,,,openmrs.reporting,2019-01-15
pfhjZfDGYK7,201812,UAX3lWWAfLt,tt7wboxf9Rv,,,openmrs.reporting,2019-01-15
pfhjZfDGYK7,201812,sheNdFEkizC,tt7wboxf9Rv,,,openmrs.reporting,2019-01-15
pfhjZfDGYK7,201812,EfcqpK711vX,tt7wboxf9Rv,,,openmrs.reporting,2019-01-15
pfhjZfDGYK7,201812,mhsbX2lvQO0,tt7wboxf9Rv,,,openmrs.reporting,2019-01-15
pfhjZfDGYK7,201812,ONK6zzBcoUd,tt7wboxf9Rv,,,openmrs.reporting,2019-01-15
pfhjZfDGYK7,201812,SZfWjwl9za4,tt7wboxf9Rv,,,openmrs.reporting,2019-01-15
pfhjZfDGYK7,201812,eO0EFwUPxXV,tt7wboxf9Rv,,,openmrs.reporting,2019-01-15
pfhjZfDGYK7,201812,,tt7wboxf9Rv,,,openmrs.reporting,2019-01-15
pfhjZfDGYK7,201812,NlyjxHuFLcj,tt7wboxf9Rv,,,openmrs.reporting,2019-01-15
pfhjZfDGYK7,201812,PrZ6w2gsdao,tt7wboxf9Rv,,,openmrs.reporting,2019-01-15
pfhjZfDGYK7,201812,RG83TLWuP6B,tt7wboxf9Rv,,,openmrs.reporting,2019-01-15
pfhjZfDGYK7,201812,tDACiGlVIab,tt7wboxf9Rv,,,openmrs.reporting,2019-01-15
pfhjZfDGYK7,201812,t0PeB9bRxEF,tt7wboxf9Rv,,,openmrs.reporting,2019-01-15
pfhjZfDGYK7,201812,ntZ5oQV9221,tt7wboxf9Rv,,,openmrs.reporting,2019-01-15
pfhjZfDGYK7,201812,HtEMrABlow9,tt7wboxf9Rv,,,openmrs.reporting,2019-01-15
pfhjZfDGYK7,201812,BZJ86Bcx97b,tt7wboxf9Rv,,,openmrs.reporting,2019-01-15
pfhjZfDGYK7,201812,KRL3eXcM1Qu,tt7wboxf9Rv,,,openmrs.reporting,2019-01-15
pfhjZfDGYK7,201812,B2xrUCZsKvW,tt7wboxf9Rv,,,openmrs.reporting,2019-01-15
pfhjZfDGYK7,201812,,tt7wboxf9Rv,,,openmrs.reporting,2019-01-15
pfhjZfDGYK7,201812,,tt7wboxf9Rv,,,openmrs.reporting,2019-01-15
pfhjZfDGYK7,201812,,tt7wboxf9Rv,,,openmrs.reporting,2019-01-15
pfhjZfDGYK7,201812,u3mRNnTBFQR,tt7wboxf9Rv,,,openmrs.reporting,2019-01-15
pfhjZfDGYK7,201812,eZsyZzrPNWj,tt7wboxf9Rv,,,openmrs.reporting,2019-01-15
pfhjZfDGYK7,201812,YOBmu9CXNsb,tt7wboxf9Rv,,,openmrs.reporting,2019-01-15
pfhjZfDGYK7,201812,OWSEMgV8soN,tt7wboxf9Rv,,,openmrs.reporting,2019-01-15
pfhjZfDGYK7,201812,oUCviRX0mbL,tt7wboxf9Rv,,,openmrs.reporting,2019-01-15
pfhjZfDGYK7,201812,e6dGH6wDxWF,tt7wboxf9Rv,,,openmrs.reporting,2019-01-15
pfhjZfDGYK7,201812,kxcTcosUZS4,tt7wboxf9Rv,,,openmrs.reporting,2019-01-15
pfhjZfDGYK7,201812,,tt7wboxf9Rv,,,openmrs.reporting,2019-01-15
pfhjZfDGYK7,201812,Zj0YzOSi4GB,tt7wboxf9Rv,,,openmrs.reporting,2019-01-15
pfhjZfDGYK7,201812,JjuEecpOuyD,tt7wboxf9Rv,,,openmrs.reporting,2019-01-15
pfhjZfDGYK7,201812,luR5wtWc3lU,tt7wboxf9Rv,,,openmrs.reporting,2019-01-15
pfhjZfDGYK7,201812,PicxoKa9Fcn,tt7wboxf9Rv,,,openmrs.reporting,2019-01-15
pfhjZfDGYK7,201812,yjdbzl5GIhW,tt7wboxf9Rv,,,openmrs.reporting,2019-01-15
